ID,CUA_Task_ID,CUA_Status,CUA_Output,CUA_Llink,CUAEval,CUAEvalReasoning,SkyvernCUA_Infra_Error,SkyvernCUA_Infra_Error_Reasoning
83,tsk_384479409676828274,completed,"[{""name"": ""JBL Tune 510BT - Bluetooth headphones with up to 40 hours battery, microphone for call, foldable and comfortable, Android and iOs compatible (Black)"", ""customer_rating"": ""4.5 out of 5 stars"", ""number_of_ratings"": ""74,645"", ""price"": ""$29.95"", ""list_price"": ""$39.95"", ""delivery_info"": ""FREE delivery Fri, Apr 25 on $35 of items shipped by Amazon"", ""href"": ""/JBL-Tune-510BT-Ear-Headphones/dp/B08WM3LMJF/ref=sr_1_1?crid=1C7THJTA6F366&dib=eyJ2IjoiMSJ9.W1Czt0WeI1wa8NSiZnf0YeLUKpMopCwTNN1x1HXoEO7ldAp1EszgMF0-9XfEV3bEYC7lVmdAdFPfdqcMCSP1HTP2Sjr4iB_CF09Sl-FDa_wRY4M1rgEKRDMhePm2tRzo0loX1Inb7dKU4HxHj8whQ8_Ra2r-v5X4RYB07Q-_LgbsFlemafqmWysbLlBjhE77luDzKxybpeyW6QtfVEE4HImHicRTGY_dH0drj-w1bkg.qwlzpQ0PimTTWqfO5JnLPFq6VthUdgCoTOh4y9cVIwE&dib_tag=se&keywords=wireless+headphones&qid=1745202059&sprefix=wireless+headphones%2Caps%2C999&sr=8-1""}, {""name"": ""Open Ear Headphones, Bluetooth Headphones 5.3 Sports with Smart Digital Display, 36H Playtime, IP54 Waterproof, Wireless Earbuds Lightweight Design Fit Cycling, Running, Workout (Black)"", ""customer_rating"": ""4.5 out of 5 stars"", ""number_of_ratings"": ""2,150"", ""price"": ""$16.99"", ""list_price"": ""$25.99"", ""delivery_info"": ""FREE delivery Fri, Apr 25 on $35 of items shipped by Amazon"", ""href"": ""/Eigsupia-Headphones-Bluetooth-Waterproof-Lightweight/dp/B0D7RJTH4B/ref=sr_1_2?crid=1C7THJTA6F366&dib=eyJ2IjoiMSJ9.W1Czt0WeI1wa8NSiZnf0YeLUKpMopCwTNN1x1HXoEO7ldAp1EszgMF0-9XfEV3bEYC7lVmdAdFPfdqcMCSP1HTP2Sjr4iB_CF09Sl-FDa_wRY4M1rgEKRDMhePm2tRzo0loX1Inb7dKU4HxHj8whQ8_Ra2r-v5X4RYB07Q-_LgbsFlemafqmWysbLlBjhE77luDzKxybpeyW6QtfVEE4HImHicRTGY_dH0drj-w1bkg.qwlzpQ0PimTTWqfO5JnLPFq6VthUdgCoTOh4y9cVIwE&dib_tag=se&keywords=wireless+headphones&qid=1745202059&sprefix=wireless+headphones%2Caps%2C999&sr=8-2""}, {""name"": ""Wireless Earbuds, 2025 Bluetooth 5.4 Headphones Sport, Bluetooth Earbuds with ENC Noise Canceling Mic, 75H Stereo Wireless Headphones IP7 Waterproof with Earhooks, Dual LED Display for Workout/Running"", ""customer_rating"": ""4.9 out of 5 stars"", ""number_of_ratings"": ""380"", ""price"": ""$23.99"", ""list_price"": ""$159.99"", ""delivery_info"": ""FREE delivery Fri, Apr 25 on $35 of items shipped by Amazon"", ""href"": ""/Wireless-Bluetooth-Headphones-Canceling-Waterproof/dp/B0DZCBJD57/ref=sr_1_3?crid=1C7THJTA6F366&dib=eyJ2IjoiMSJ9.W1Czt0WeI1wa8NSiZnf0YeLUKpMopCwTNN1x1HXoEO7ldAp1EszgMF0-9XfEV3bEYC7lVmdAdFPfdqcMCSP1HTP2Sjr4iB_CF09Sl-FDa_wRY4M1rgEKRDMhePm2tRzo0loX1Inb7dKU4HxHj8whQ8_Ra2r-v5X4RYB07Q-_LgbsFlemafqmWysbLlBjhE77luDzKxybpeyW6QtfVEE4HImHicRTGY_dH0drj-w1bkg.qwlzpQ0PimTTWqfO5JnLPFq6VthUdgCoTOh4y9cVIwE&dib_tag=se&keywords=wireless+headphones&qid=1745202059&sprefix=wireless+headphones%2Caps%2C999&sr=8-3""}, {""name"": ""Sony WH-CH520 Wireless Headphones Bluetooth On-Ear Headset with Microphone, Black New"", ""customer_rating"": ""4.4 out of 5 stars"", ""number_of_ratings"": ""19,291"", ""price"": ""Click to see price"", ""list_price"": null, ""delivery_info"": ""FREE delivery Fri, Apr 25"", ""href"": ""/Sony-WH-CH520-Headphones-Bluetooth-Microphone/dp/B0BS1PRC4L/ref=sr_1_4?crid=1C7THJTA6F366&dib=eyJ2IjoiMSJ9.W1Czt0WeI1wa8NSiZnf0YeLUKpMopCwTNN1x1HXoEO7ldAp1EszgMF0-9XfEV3bEYC7lVmdAdFPfdqcMCSP1HTP2Sjr4iB_CF09Sl-FDa_wRY4M1rgEKRDMhePm2tRzo0loX1Inb7dKU4HxHj8whQ8_Ra2r-v5X4RYB07Q-_LgbsFlemafqmWysbLlBjhE77luDzKxybpeyW6QtfVEE4HImHicRTGY_dH0drj-w1bkg.qwlzpQ0PimTTWqfO5JnLPFq6VthUdgCoTOh4y9cVIwE&dib_tag=se&keywords=wireless+headphones&qid=1745202059&sprefix=wireless+headphones%2Caps%2C999&sr=8-4""}, {""name"": ""Uliptz Wireless Bluetooth Headphones, 65H Playtime, 6 EQ Sound Modes, HiFi Stereo Over Ear Headphones with Microphone, Foldable Lightweight Bluetooth 5.3 Headphones for Travel/Office/Cellphone/PC"", ""customer_rating"": ""4.5 out of 5 stars"", ""number_of_ratings"": ""10,985"", ""price"": ""$14.99"", ""list_price"": ""$19.99"", ""delivery_info"": ""FREE delivery Fri, Apr 25 on $35 of items shipped by Amazon"", ""href"": ""/Uliptz-Bluetooth-Headphones-Microphone-Lightweight/dp/B09NNBBY8F/ref=sr_1_5?crid=1C7THJTA6F366&dib=eyJ2IjoiMSJ9.W1Czt0WeI1wa8NSiZnf0YeLUKpMopCwTNN1x1HXoEO7ldAp1EszgMF0-9XfEV3bEYC7lVmdAdFPfdqcMCSP1HTP2Sjr4iB_CF09Sl-FDa_wRY4M1rgEKRDMhePm2tRzo0loX1Inb7dKU4HxHj8whQ8_Ra2r-v5X4RYB07Q-_LgbsFlemafqmWysbLlBjhE77luDzKxybpeyW6QtfVEE4HImHicRTGY_dH0drj-w1bkg.qwlzpQ0PimTTWqfO5JnLPFq6VthUdgCoTOh4y9cVIwE&dib_tag=se&keywords=wireless+headphones&qid=1745202059&sprefix=wireless+headphones%2Caps%2C999&sr=8-5""}]",https://app.skyvern.com/tasks/tsk_384479409676828274,Success,"""The bot successfully updated the content.""",,
84,tsk_384479426856697468,completed,"{""headlines"": [{""title"": ""Stocks and dollar slide as Trump's Fed attacks jangle nerves"", ""source"": ""Reuters"", ""url"": ""https://www.aol.com/stocks-dollar-slide-trumps-fed-013817713.html""}, {""title"": ""South Korea finds 'Made in Korea' breaches intended to avoid US tariffs"", ""source"": ""Reuters"", ""url"": ""https://www.aol.com/south-korea-finds-made-korea-010230758.html""}, {""title"": ""JPMorgan Chase is suing more customers allegedly tied to the viral 'infinite money glitch' scam"", ""source"": ""People"", ""url"": ""https://www.aol.com/jpmorgan-chase-suing-more-customers-230000099.html""}, {""title"": ""Chicago Fed chief: Central bank must be independent of politics"", ""source"": ""USA TODAY"", ""url"": ""https://www.aol.com/chicago-fed-chief-warns-central-211245297.html""}, {""title"": ""DHL to suspend global shipments more than $800 to US consumers, starting April 21"", ""source"": ""USA TODAY"", ""url"": ""https://www.aol.com/dhl-suspend-global-shipments-over-160901961.html""}]}",https://app.skyvern.com/tasks/tsk_384479426856697468,Success,"""The bot successfully updated the content.""",,
85,tsk_384479443856561190,completed,"{""featured_articles"": [{""title"": ""Kings take yet another shot at the mighty Oilers in clubs' 4th straight Stanley Cup playoff meeting""}, {""title"": ""Lakers promote Rob Pelinka, extend contract""}]}",https://app.skyvern.com/tasks/tsk_384479443856561190,Success,"""The bot successfully updated the content.""",,
86,tsk_384479461216435842,completed,"{""current_url"": ""https://help.aol.com/"", ""datetime_extracted"": ""2025-04-20T22:33:32.238724-04:00"", ""steps_to_start_aol_email_account"": {""step_1"": {""title"": ""Create and manage an AOL Mail account"", ""description"": ""Find out how to sign up for AOL Mail and what to do if you have account problems."", ""article_url"": ""/articles/aol-mail-account-and-password"", ""date_published"": ""Feb 5, 2025""}, ""step_2"": {""title"": ""Overview of AOL Mail"", ""description"": ""Learn about what New AOL Mail has to offer and how you can make it your own."", ""article_url"": ""/articles/overview-of-new-aol-mail"", ""date_published"": ""Nov 25, 2024""}, ""step_3"": {""title"": ""Fix problems signing into your AOL account"", ""description"": ""Having trouble signing in? Find out how to identify and correct common sign-in issues like problems with your username and password, account locks, looping logins, and other account access errors."", ""article_url"": ""/articles/help-signing-in"", ""date_published"": ""Mar 25, 2025""}}}",https://app.skyvern.com/tasks/tsk_384479461216435842,Success,"""The bot successfully updated the content.""",,
87,tsk_390680123597565410,failed,null,https://app.skyvern.com/tasks/tsk_390680123597565410,Failure,The bot is stuck in captcha loop without any progress,TRUE,"The issue described is related to captchas, where the bot is unable to proceed past a captcha challenge. This is considered an infrastructure issue because it involves an obstacle presented by the website's infrastructure, not a problem with the agent's logic or behavior."
88,tsk_390680579307559072,failed,null,https://app.skyvern.com/tasks/tsk_390680579307559072,Failure,The bot has reached max retry limit and unable to move further,FALSE,"The error indicates that the bot reached its maximum retry limit, which likely stems from the bot's retry mechanism or logic rather than an infrastructure problem. This is an issue with the agent's ability to handle failures or repetitive tasks efficiently."
89,tsk_390682008788069948,failed,null,https://app.skyvern.com/tasks/tsk_390682008788069948,Failure,The bot has reached max retry limit and unable to move further,FALSE,"The issue described is related to the bot's behavior and logic, specifically its retry mechanism. Reaching a max retry limit suggests that the bot's logic needs adjustment to handle such scenarios, rather than an infrastructure problem like login or loading issues."
90,tsk_384482865219018848,completed,"{""articles"": [{""title"": ""Cognitive Behavioral Therapy for Generalized Anxiety and Worry"", ""url"": ""/pubs/videos/4310989""}, {""title"": ""What is Cognitive Behavioral Therapy?"", ""url"": ""/ptsd-guideline/patients-and-families/cognitive-behavioral""}, {""title"": ""Cognitive Behavioral Therapy for Obsessive\u2013Compulsive Disorder"", ""url"": ""/pubs/videos/4310936""}]}",https://app.skyvern.com/tasks/tsk_384482865219018848,Success,The bot successfully completed the task,,
91,tsk_384482886693855338,completed,"{""databases"": [{""name"": ""APA PsycInfo\u00ae"", ""description"": ""Search and discovery""}, {""name"": ""APA PsycExtra\u00ae"", ""description"": ""Search and discovery""}, {""name"": ""APA PsycNet\u00ae"", ""description"": ""Search and discovery""}, {""name"": ""APA PsycArticles\u00ae"", ""description"": ""Full-text books and journals""}, {""name"": ""APA PsycBooks\u00ae"", ""description"": ""Full-text books and journals""}, {""name"": ""APA Books\u00ae E-Collections"", ""description"": ""Full-text books and journals""}, {""name"": ""APA Handbooks in Psychology\u00ae"", ""description"": ""Full-text books and journals""}, {""name"": ""APA PsycTherapy\u00ae"", ""description"": ""Videos""}, {""name"": ""APA PsycTests\u00ae"", ""description"": ""Tests and measures""}, {""name"": ""Academic Writer\u00ae"", ""description"": ""Writing tools""}, {""name"": ""APA Style Manual\u00ae"", ""description"": ""APA Style""}]}",https://app.skyvern.com/tasks/tsk_384482886693855338,Success,The bot successfully searched completed the task,,
92,tsk_384482914370140428,completed,"{""peer_reviewed_journals"": [{""name"": ""American Journal of Orthopsychiatry"", ""url"": ""/pubs/journals/ort""}, {""name"": ""American Psychologist"", ""url"": ""/pubs/journals/amp""}, {""name"": ""Asian American Journal of Psychology"", ""url"": ""/pubs/journals/aap""}, {""name"": ""Behavior Analysis: Research and Practice"", ""url"": ""/pubs/journals/bar""}, {""name"": ""Behavioral Development"", ""url"": ""/pubs/journals/bdb""}]}",https://app.skyvern.com/tasks/tsk_384482914370140428,Success,The bot successfully searched completed the task,,
93,tsk_384482933938495606,completed,"{""articles"": [{""title"": ""Clinical Psychology"", ""publication_date"": ""September 2022"", ""type"": ""Topic"", ""url"": ""/ed/graduate/specialize/clinical""}, {""title"": ""Reimagining clinical psychology as an inclusive science and a diverse and just community"", ""publication_date"": ""May 2022"", ""type"": ""Newsletter Article"", ""url"": ""/pubs/highlights/spotlight/issue-237""}, {""title"": ""Pim Cuijpers, PhD, Journal of Consulting and Clinical Psychology"", ""publication_date"": ""June 2022"", ""type"": ""Newsletter Article"", ""url"": ""/pubs/highlights/editor-spotlight/ccp-cuijpers""}, {""title"": ""When will Emotional Intelligence have Relevance for Clinical Psychology?"", ""publication_date"": ""July 2022"", ""type"": ""Newsletter Article"", ""url"": ""https://www.apadivisions.org/division-5/publications/score/2022/07/feature-emotional-intelligence""}]}",https://app.skyvern.com/tasks/tsk_384482933938495606,Success,The bot successfully searched completed the task,,
94,tsk_384482948549875442,completed,"{""citation_guidelines_summary"": ""The APA Style guidelines for citing digital sources emphasize selecting the appropriate category for the work being cited, such as periodicals, books, or webpages. Print and electronic references are largely the same, with specific examples provided for various types of works, including journal articles, government reports, and ebooks. The guidelines focus on inclusivity, bias-free language, and proper formatting, such as italicization, punctuation, and parentheses placement. Detailed examples are available in the seventh edition Publication Manual and Concise Guide, as well as supplementary handouts like the Common Reference Examples Guide and Reference Quick Guide.""}",https://app.skyvern.com/tasks/tsk_384482948549875442,Success,The bot successfully searched completed the task,,
95,tsk_390682571428785924,failed,null,https://app.skyvern.com/tasks/tsk_390682571428785924,Failure,The bot has reached max retry limit and unable to move further,FALSE,"The error indicates that the bot has reached a retry limit, which suggests a problem with the logic or settings within the AI agent itself, rather than an infrastructure issue. It doesn't specifically mention issues with logging in, proxies, captchas, or website loading."
96,tsk_390684018832763092,failed,null,https://app.skyvern.com/tasks/tsk_390684018832763092,Failure,The bot has reached max retry limit and unable to move further,FALSE,"The error describes that the bot reached its max retry limit, indicating a limitation or configuration issue within the agent itself, not an infrastructure issue. This suggests that the agent's logic or parameters need adjustment to handle retries or errors more effectively."
97,tsk_384479489374725522,completed,"{""properties"": [{""address"": ""200 N Vermont Ave, Los Angeles, CA 90004"", ""price_range"": ""$2,395 - $5,741"", ""bedrooms"": ""Studio - 2 Beds"", ""amenities"": [""Pets Allowed"", ""Fitness Center"", ""Pool"", ""In Unit Washer & Dryer"", ""Business Center"", ""Furnished""], ""contact_number"": ""(213) 784-7861""}, {""address"": ""1101 N Main St, Los Angeles, CA 90012"", ""price_range"": ""$2,576 - $5,161"", ""bedrooms"": ""Studio - 2 Beds"", ""amenities"": [""Pets Allowed"", ""Fitness Center"", ""Pool"", ""In Unit Washer & Dryer"", ""Business Center"", ""Elevator""], ""contact_number"": ""(626) 238-0307""}, {""address"": ""525 S Santa Fe Ave, Los Angeles, CA 90013"", ""price_range"": ""$2,599 - $19,899"", ""bedrooms"": ""Studio - 2 Beds"", ""amenities"": [""Pets Allowed"", ""Fitness Center"", ""Pool"", ""Dishwasher"", ""Kitchen"", ""In Unit Washer & Dryer""], ""contact_number"": ""(213) 817-5041""}, {""address"": ""4847 Oakwood Ave, Los Angeles, CA 90004"", ""price_range"": ""Call for Rent"", ""bedrooms"": ""1-3 Beds"", ""amenities"": [""Pets Allowed"", ""Fitness Center"", ""In Unit Washer & Dryer"", ""Heat"", ""Stainless Steel Appliances"", ""Elevator""], ""contact_number"": ""(323) 214-3171""}, {""address"": ""6401 Wilshire Blvd, Los Angeles, CA 90048"", ""price_range"": ""$2,000 - $15,000"", ""bedrooms"": ""Studio - 4 Beds"", ""amenities"": [""Pets Allowed"", ""Fitness Center"", ""Pool"", ""In Unit Washer & Dryer""], ""contact_number"": ""(424) 239-2057""}, {""address"": ""1530 Cassil Pl, Los Angeles, CA 90028"", ""price_range"": ""$2,250 - $3,758"", ""bedrooms"": ""Studio - 2 Beds"", ""amenities"": [""Pets Allowed"", ""Fitness Center"", ""Pool"", ""Clubhouse"", ""Elevator""], ""contact_number"": ""(323) 919-8331""}, {""address"": ""5935 W Pico Blvd, Los Angeles, CA 90035"", ""price_range"": ""$2,440 - $10,577"", ""bedrooms"": ""Studio - 2 Beds"", ""amenities"": [""Pets Allowed"", ""Fitness Center"", ""Pool"", ""Dishwasher"", ""Refrigerator"", ""Kitchen""], ""contact_number"": ""(424) 336-9705""}, {""address"": ""2528 S Grand Ave, Los Angeles, CA 90007"", ""price_range"": ""$2,018 - $4,019"", ""bedrooms"": ""Studio - 2 Beds"", ""amenities"": [""Pets Allowed"", ""Fitness Center"", ""Pool"", ""Dishwasher"", ""Refrigerator"", ""Kitchen""], ""contact_number"": ""(562) 414-6257""}, {""address"": ""3170 W Olympic Blvd, Los Angeles, CA 90006"", ""price_range"": ""$2,139 - $4,800"", ""bedrooms"": ""Studio - 2 Beds"", ""amenities"": [""Pets Allowed"", ""Fitness Center"", ""Pool"", ""In Unit Washer & Dryer"", ""Heat"", ""EV Charging""], ""contact_number"": ""(323) 861-3628""}, {""address"": ""3050 W 11th St, Los Angeles, CA 90006"", ""price_range"": ""$2,999 - $5,485"", ""bedrooms"": ""2-3 Beds"", ""amenities"": [""Pets Allowed"", ""Dishwasher"", ""Refrigerator"", ""Kitchen"", ""In Unit Washer & Dryer"", ""Walk-In Closets""], ""contact_number"": ""(424) 532-7093""}, {""address"": ""800-808 S Western Ave, Los Angeles, CA 90005"", ""price_range"": ""$1,880 - $3,540"", ""bedrooms"": ""Studio - 2 Beds"", ""amenities"": [""Fitness Center"", ""Pool"", ""Dishwasher"", ""Refrigerator"", ""Kitchen"", ""In Unit Washer & Dryer""], ""contact_number"": ""(213) 259-2570""}, {""address"": ""5620 De Longpre Ave, Los Angeles, CA 90028"", ""price_range"": ""$2,550 - $7,215"", ""bedrooms"": ""Studio - 4 Beds"", ""amenities"": [""Pets Allowed"", ""Fitness Center"", ""Pool"", ""Dishwasher"", ""Refrigerator"", ""In Unit Washer & Dryer""], ""contact_number"": ""(323) 676-2497""}, {""address"": ""3688 Overland Ave, Los Angeles, CA 90034"", ""price_range"": ""$2,450 - $6,495"", ""bedrooms"": ""Studio - 2 Beds"", ""amenities"": [""Pets Allowed"", ""Fitness Center"", ""Pool"", ""In Unit Washer & Dryer"", ""Grill"", ""Controlled Access""], ""contact_number"": ""(323) 524-9015""}, {""address"": ""1800 Beverly Blvd, Los Angeles, CA 90057"", ""price_range"": ""$2,183 - $7,472"", ""bedrooms"": ""Studio - 2 Beds"", ""amenities"": [""Pets Allowed"", ""Fitness Center"", ""Pool"", ""Dishwasher"", ""Refrigerator"", ""Kitchen""], ""contact_number"": ""(844) 960-4522""}, {""address"": ""1221 N Myra Ave, Los Angeles, CA 90029"", ""price_range"": ""$1,200 - $3,637"", ""bedrooms"": ""Studio - 1 Bed"", ""amenities"": [""Pets Allowed"", ""Fitness Center"", ""Pool"", ""Dishwasher"", ""In Unit Washer & Dryer"", ""High-Speed Internet"", ""Controlled Access""], ""contact_number"": ""(213) 293-3784""}, {""address"": ""3545 Wilshire Blvd, Los Angeles, CA 90010"", ""price_range"": ""$2,919 - $5,100"", ""bedrooms"": ""Studio - 3 Beds"", ""amenities"": [""Pets Allowed"", ""Clubhouse"", ""Business Center"", ""Package Service"", ""Controlled Access"", ""Hardwood Floors"", ""EV Charging""], ""contact_number"": ""(213) 372-0336""}, {""address"": ""355 Glendale Blvd, Los Angeles, CA 90026"", ""price_range"": ""$2,271 - $6,182"", ""bedrooms"": ""Studio - 3 Beds"", ""amenities"": [""Pets Allowed"", ""Fitness Center"", ""Pool"", ""In Unit Washer & Dryer"", ""Controlled Access"", ""EV Charging"", ""Rooftop Deck""], ""contact_number"": ""(424) 363-4713""}, {""address"": ""1340 S Hill St, Los Angeles, CA 90015"", ""price_range"": ""$1,910 - $4,105"", ""bedrooms"": ""Studio - 2 Beds"", ""amenities"": [""Pets Allowed"", ""Fitness Center"", ""Pool"", ""In Unit Washer & Dryer"", ""Clubhouse"", ""Business Center""], ""contact_number"": ""(213) 474-3340""}, {""address"": ""10700 Tabor St, Los Angeles, CA 90034"", ""price_range"": ""$3,175 - $3,295"", ""bedrooms"": ""Studio - 2 Beds"", ""amenities"": [""Pets Allowed"", ""Fitness Center"", ""In Unit Washer & Dryer"", ""Grill"", ""Controlled Access"", ""EV Charging"", ""Rooftop Deck""], ""contact_number"": ""(424) 532-8273""}, {""address"": ""200 Mesnager St, Los Angeles, CA 90012"", ""price_range"": ""$2,248 - $4,276"", ""bedrooms"": ""Studio - 2 Beds"", ""amenities"": [""Pets Allowed"", ""Fitness Center"", ""Pool"", ""In Unit Washer & Dryer"", ""Clubhouse"", ""Balcony""], ""contact_number"": ""(949) 774-4114""}]}",https://app.skyvern.com/tasks/tsk_384479489374725522,Success,The bot successfully searched completed the task,,
98,tsk_384479499871141520,completed,"{""apartments"": [{""name"": ""Halletts Point"", ""address"": null, ""rating"": 4.7}, {""name"": ""The Riverdale Tower"", ""address"": null, ""rating"": 4.0}, {""name"": ""The Residences at Lighthouse Point"", ""address"": ""35R Bay St, Staten Island, NY 10301"", ""rating"": 4.0}]}",https://app.skyvern.com/tasks/tsk_384479499871141520,Success,The bot successfully searched completed the task,,
99,tsk_384479523734463904,completed,"{""property_address"": ""123 Main St, Los Angeles, CA"", ""rent_estimates"": [{""name"": ""Josephine DTLA"", ""address"": ""801 S Hope St, Los Angeles, CA 90017"", ""price_range"": ""$2,448 - $6,300"", ""bedrooms"": ""1-3 Beds"", ""specials"": ""Specials"", ""amenities"": [""Pets Allowed"", ""Fitness Center"", ""Pool"", ""In Unit Washer & Dryer"", ""Walk-In Closets"", ""Balcony"", ""Concierge""], ""contact_number"": ""(213) 698-5137"", ""email"": ""Email""}, {""name"": ""Sentral DTLA"", ""address"": ""755 S Spring St, Los Angeles, CA 90014"", ""price_range"": ""$1,770 - $22,561"", ""bedrooms"": ""Studio - 3 Beds"", ""specials"": ""Specials"", ""amenities"": [""Pets Allowed"", ""Fitness Center"", ""Pool"", ""In Unit Washer & Dryer"", ""Stainless Steel Appliances""], ""contact_number"": ""(213) 463-1797"", ""email"": ""Email""}, {""name"": ""Ferrante"", ""address"": ""300 N Beaudry Ave, Los Angeles, CA 90012"", ""price_range"": ""$2,059 - $3,789"", ""bedrooms"": ""Studio - 2 Beds"", ""specials"": ""2 Months Free"", ""amenities"": [""Fitness Center"", ""Pool"", ""Dishwasher"", ""In Unit Washer & Dryer"", ""Maintenance on site"", ""Business Center"", ""Controlled Access""], ""contact_number"": ""(213) 799-5635"", ""email"": ""Email""}], ""current_url"": ""https://www.apartments.com/123-main-st_los-angeles-ca/""}",https://app.skyvern.com/tasks/tsk_384479523734463904,Success,The bot successfully searched completed the task,,
100,tsk_384479542640809016,completed,"{""top_action_games"": [""Free Fire"", ""Free Fire MAX"", ""Call of Duty\u00ae: Mobile - Garena"", ""Mobile Legends: Bang Bang"", ""PUBG MOBILE""]}",https://app.skyvern.com/tasks/tsk_384479542640809016,Success,The bot successfully searched completed the task,,
101,tsk_384479575274071466,completed,"{""app_name"": ""Google Allo"", ""versions"": [{""version_name"": ""27.0.326_RC03 (arm64-v8a_xxxhdpi)"", ""release_date"": ""Dec 7, 2018"", ""file_size"": ""26.0 MB"", ""release_notes"": ""Bug fixes: Performance improvements for a better chatting experience.""}, {""version_name"": ""27.0.326_RC03 (armeabi-v7a_xxhdpi)"", ""release_date"": ""Dec 7, 2018"", ""file_size"": ""24.5 MB"", ""release_notes"": null}, {""version_name"": ""26.0.058_RC05 (arm64-v8a_xxxhdpi)"", ""release_date"": ""Mar 7, 2018"", ""file_size"": ""26.3 MB"", ""release_notes"": null}]}",https://app.skyvern.com/tasks/tsk_384479575274071466,Success,The bot successfully completed the task,,
102,tsk_384479590065454750,failed,null,https://app.skyvern.com/tasks/tsk_384479590065454750,Failure,"The bot failed to search the app ""Spotify"" and got stucked in homepage",FALSE,"The issue described involves the bot being unable to perform a search and becoming stuck on the homepage. This is related to the bot's navigation and search logic, which is a part of its internal functionality, not an infrastructure issue."
103,tsk_384479611360285762,completed,"{""headline"": ""Israeli probe into the killings of 15 Palestinian medics in Gaza finds \u2018professional failures\u2019"", ""publication_date"": ""2025-04-20""}",https://app.skyvern.com/tasks/tsk_384479611360285762,Success,The bot successfully completed the task,,
104,tsk_384479631108646324,completed,"{""articles"": [{""title"": ""Scientists shielding farming from climate change need more public funding. But they\u2019re getting less""}, {""title"": ""How can climate change cause both rain and drought?""}, {""title"": ""Climate change isn\u2019t funny. But more comedians are using humor to bring awareness to it""}, {""title"": ""Trump\u2019s new energy order puts states\u2019 climate laws in the crosshairs of the Department of Justice""}, {""title"": ""Climate change, already causing problems on Earth, could soon create a mess for orbiting satellites""}]}",https://app.skyvern.com/tasks/tsk_384479631108646324,Success,The bot successfully completed the task,,
105,tsk_384479645900029608,failed,null,https://app.skyvern.com/tasks/tsk_384479645900029608,Failure,The bot has reached the website but failed to search for the given task.,FALSE,"The issue described is related to the AI agent's ability to perform a search task on the website, which is not related to infrastructure like login, proxy, captcha, or website loading. This indicates a navigation or execution problem within the agent itself."
106,tsk_384479662899893328,completed,"{""discounted_price"": ""$1599"", ""eligibility_requirements"": ""Education pricing is available to current and newly accepted college students and their parents, as well as faculty, staff, and homeschool teachers of all grade levels.""}",https://app.skyvern.com/tasks/tsk_384479662899893328,Success,The bot successfully searched completed the task,,
107,tsk_384479684554735286,failed,null,https://app.skyvern.com/tasks/tsk_384479684554735286,Failure,The bot failed to complete the task since it could not find the iphone 14 pro trade in value.,FALSE,"The issue is related to the AI agent's ability to find specific information (the iPhone 14 Pro trade-in value). This is a problem with the AI's information retrieval capabilities, not the infrastructure running the agent."
108,tsk_384479705849566296,completed,"{""stores"": [{""name"": ""Apple SoHo"", ""address"": ""103 Prince Street, New York, NY 10012"", ""phone_number"": ""(212) 226-3126"", ""operating_hours"": {""today"": ""10:00 a.m. - 8:00 p.m."", ""monday"": ""9:00 a.m. - 9:00 p.m."", ""tuesday"": ""9:00 a.m. - 9:00 p.m."", ""wednesday"": ""9:00 a.m. - 9:00 p.m."", ""thursday"": ""9:00 a.m. - 9:00 p.m.""}}, {""name"": ""Apple West 14th Street"", ""address"": ""401 W 14th Street, New York, NY 10014"", ""phone_number"": ""(212) 444-3400"", ""operating_hours"": {""today"": ""10:00 a.m. - 8:00 p.m."", ""monday"": ""9:00 a.m. - 9:00 p.m."", ""tuesday"": ""9:00 a.m. - 9:00 p.m."", ""wednesday"": ""9:00 a.m. - 9:00 p.m."", ""thursday"": ""9:00 a.m. - 9:00 p.m.""}}, {""name"": ""Apple Grand Central"", ""address"": ""45 Grand Central Terminal, New York, NY 10017"", ""phone_number"": ""(212) 284-1800"", ""operating_hours"": {""today"": ""11:00 a.m. - 7:00 p.m."", ""monday"": ""8:00 a.m. - 8:00 p.m."", ""tuesday"": ""8:00 a.m. - 8:00 p.m."", ""wednesday"": ""8:00 a.m. - 8:00 p.m."", ""thursday"": ""8:00 a.m. - 8:00 p.m."", ""friday"": ""8:00 a.m. - 8:00 p.m."", ""saturday"": ""10:00 a.m. - 7:00 p.m.""}}]}",https://app.skyvern.com/tasks/tsk_384479705849566296,Success,The bot successfully searched completed the task,,
